Player,Nation,Pos,Squad,Comp,Age,Min,MP,Gls,Ast,G+A,G-PK,PK,xG,xAG,npxG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,CrdY,CrdR,over_xG,cluster,cluster_label,market_value_eur_M,GA_pred_lr,GA_pred_rf,xG_diff
Antoine Fernández 404,FRA,FW,Betis,La Liga,24,1560,30,9,7,16,8,1,1.87,7.75,1.11,8.86,184,24,148,0.52,0.4,0.11,1,0,1,0,Delantero Goleador,200.0,13.9,15.27,7.13
Kai Becker 405,COL,FW,Betis,La Liga,23,1737,27,8,5,13,8,0,6.18,0.15,6.18,6.33,173,97,140,0.41,0.26,0.32,0,0,1,0,Delantero Goleador,88.5,13.67,13.94,1.82
Jude Müller 406,BRA,FW,Betis,La Liga,24,854,14,10,5,15,10,0,10.12,4.51,10.12,14.63,85,100,206,1.05,0.53,1.07,1,0,0,0,Delantero Goleador,200.0,10.81,14.23,-0.12
Erling Fischer 408,BRA,MF,Osasuna,La Liga,27,1348,28,4,10,14,4,0,1.82,2.85,1.82,4.67,102,298,138,0.27,0.67,0.12,4,0,1,1,Mediocampista Creativo,71.1,9.68,12.93,2.18
Kylian Rossi 409,URU,MF,Osasuna,La Liga,22,178,6,6,6,12,6,0,0.41,0.07,0.41,0.48,118,154,52,3.03,3.03,0.21,1,0,1,1,Mediocampista Creativo,56.6,9.04,11.4,5.59
Pedri Rodríguez 410,MAR,MF,Osasuna,La Liga,29,350,15,12,4,16,12,0,8.32,10.12,8.32,18.44,146,78,41,3.09,1.03,2.14,2,0,1,0,Delantero Goleador,108.1,14.01,13.61,3.68
Gavi Schneider 411,FRA,MF,Osasuna,La Liga,22,204,10,0,6,6,0,0,5.55,0.52,5.55,6.07,70,177,105,0.0,2.65,2.45,1,0,0,1,Mediocampista Creativo,84.1,8.21,7.98,-5.55
Bukayo Dupont 412,ESP,DF,Osasuna,La Liga,23,822,17,2,2,4,2,0,0.67,3.02,0.67,3.69,51,102,78,0.22,0.22,0.07,1,0,1,2,Defensor Ofensivo,13.5,6.21,4.06,1.33
Trent Hernández 413,MAR,FW,Osasuna,La Liga,22,1064,20,13,2,15,12,1,8.69,0.7,7.93,8.63,50,50,193,1.1,0.17,0.74,2,0,1,0,Delantero Goleador,133.0,8.01,14.55,4.31
Phil Meyer 414,SEN,FW,Osasuna,La Liga,25,437,10,9,6,15,9,0,14.05,2.47,14.05,16.52,92,68,137,1.85,1.24,2.89,1,0,0,0,Delantero Goleador,142.8,11.79,14.03,-5.05
Harry Silva 415,NGR,DF,Osasuna,La Liga,26,312,6,0,1,1,0,0,2.94,0.24,2.94,3.18,50,113,66,0.0,0.29,0.85,5,0,0,2,Defensor Ofensivo,26.6,6.3,2.31,-2.94
Son González 416,NGR,FW,Osasuna,La Liga,22,415,10,12,3,15,12,0,5.35,1.91,5.35,7.26,139,57,203,2.6,0.65,1.16,2,0,1,0,Delantero Goleador,173.2,11.58,13.43,6.65
Kevin Santos 418,SEN,FW,Osasuna,La Liga,24,548,16,13,8,21,13,0,4.59,4.66,4.59,9.25,114,114,82,2.14,1.31,0.75,0,0,1,0,Delantero Goleador,200.0,10.69,16.16,8.41
Robert Pérez 419,URU,DF,Osasuna,La Liga,22,435,24,1,2,3,1,0,0.98,2.46,0.98,3.44,62,57,68,0.21,0.41,0.2,2,0,1,2,Defensor Ofensivo,29.8,6.57,3.13,0.02
Luca Smith 420,POR,FW,Osasuna,La Liga,30,1045,31,16,3,19,16,0,8.56,13.05,8.56,21.61,64,105,205,1.38,0.26,0.74,1,0,1,0,Delantero Goleador,160.6,10.63,16.94,7.44
Carlos Garcia 423,NED,DF,Osasuna,La Liga,21,751,21,1,1,2,1,0,0.4,0.27,0.4,0.67,54,42,68,0.12,0.12,0.05,1,0,1,2,Defensor Ofensivo,10.6,5.71,2.57,0.6
Luis Fernández 424,ITA,MF,Osasuna,La Liga,29,1496,20,5,7,12,5,0,5.01,10.11,5.01,15.12,67,134,99,0.3,0.42,0.3,2,0,0,1,Mediocampista Creativo,72.6,9.52,11.5,-0.01
Antoine Becker 425,POR,FW,Osasuna,La Liga,17,748,16,15,6,21,15,0,7.88,6.24,7.88,14.12,66,65,93,1.8,0.72,0.95,0,1,1,0,Delantero Goleador,141.2,9.36,18.22,7.12
Kai Müller 426,ARG,MF,Osasuna,La Liga,26,967,19,3,6,9,3,0,1.9,11.24,1.9,13.14,31,194,91,0.28,0.56,0.18,1,0,1,1,Mediocampista Creativo,91.7,7.03,9.54,1.1
Jude Martinez 427,MAR,MF,Osasuna,La Liga,26,426,8,2,3,5,2,0,3.32,1.18,3.32,4.5,38,175,116,0.42,0.63,0.7,3,0,0,2,Defensor Ofensivo,64.3,6.12,6.71,-1.32
Vinicius Fischer 428,NED,MF,Osasuna,La Liga,24,896,15,3,10,13,3,0,0.99,2.3,0.99,3.29,145,141,144,0.3,1.0,0.1,3,0,1,1,Mediocampista Creativo,55.7,11.03,11.77,2.01
Erling Rossi 429,COL,MF,Osasuna,La Liga,22,1349,29,5,10,15,5,0,0.29,2.67,0.29,2.96,100,289,112,0.33,0.67,0.02,1,1,1,1,Mediocampista Creativo,120.2,9.1,13.54,4.71
Kylian Rodríguez 430,GER,DF,Osasuna,La Liga,25,1585,31,1,1,2,1,0,2.81,0.66,2.81,3.47,69,79,11,0.06,0.06,0.16,5,0,0,2,Defensor Ofensivo,16.1,7.49,4.27,-1.81
Pedri Schneider 431,ESP,DF,Osasuna,La Liga,18,553,11,1,2,3,1,0,0.22,4.11,0.22,4.33,65,97,23,0.16,0.33,0.04,1,0,1,2,Defensor Ofensivo,29.5,6.87,3.34,0.78
Gavi Dupont 432,BEL,MF,Bayern Munich,Bundesliga,27,360,6,4,7,11,4,0,0.72,7.51,0.72,8.23,135,145,47,1.0,1.75,0.18,1,0,1,1,Mediocampista Creativo,45.6,11.1,10.54,3.28
Bukayo Hernández 433,MAR,MF,Bayern Munich,Bundesliga,28,494,14,2,6,8,2,0,6.34,4.98,6.34,11.32,94,86,160,0.36,1.09,1.16,4,0,0,0,Delantero Goleador,51.1,10.14,9.2,-4.34
Trent Meyer 434,POR,DF,Bayern Munich,Bundesliga,29,1018,14,3,0,3,3,0,0.37,0.02,0.37,0.39,30,82,70,0.27,0.0,0.03,4,1,1,2,Defensor Ofensivo,36.0,4.63,3.21,2.63
Phil Silva 435,CRO,MF,Bayern Munich,Bundesliga,28,1005,15,1,6,7,1,0,11.89,5.05,11.89,16.94,124,286,156,0.09,0.54,1.06,2,0,0,1,Mediocampista Creativo,42.3,13.84,8.05,-10.89
Harry González 436,ITA,MF,Bayern Munich,Bundesliga,17,908,17,2,10,12,2,0,0.55,9.67,0.55,10.22,36,184,89,0.2,0.99,0.05,4,0,1,1,Mediocampista Creativo,52.9,6.63,11.26,1.45
Son Weber 437,SEN,MF,Bayern Munich,Bundesliga,26,390,8,3,11,14,3,0,7.17,2.6,7.17,9.77,43,181,57,0.69,2.54,1.65,4,0,0,1,Mediocampista Creativo,132.8,7.68,12.44,-4.17
Bruno Santos 438,URU,DF,Bayern Munich,Bundesliga,24,1018,20,0,0,0,0,0,0.56,1.3,0.56,1.86,50,61,61,0.0,0.0,0.05,3,0,0,2,Defensor Ofensivo,10.7,5.82,1.66,-0.56
Kevin Pérez 439,ARG,MF,Bayern Munich,Bundesliga,30,1158,32,3,4,7,3,0,2.62,2.68,2.62,5.3,143,84,62,0.23,0.31,0.2,4,0,1,0,Delantero Goleador,57.2,11.36,8.93,0.38
Luca López 441,NED,FW,Bayern Munich,Bundesliga,27,155,5,9,8,17,9,0,11.51,0.68,11.51,12.19,120,41,155,5.23,4.65,6.68,1,0,0,0,Delantero Goleador,133.0,12.08,16.4,-2.51
Marco Wagner 442,ARG,MF,Bayern Munich,Bundesliga,22,536,12,3,10,13,3,0,3.58,1.89,3.58,5.47,60,124,118,0.5,1.68,0.6,4,0,0,1,Mediocampista Creativo,73.9,7.3,11.5,-0.58
James Garcia 443,SEN,FW,Bayern Munich,Bundesliga,19,1715,27,15,3,18,15,0,11.02,0.16,11.02,11.18,107,84,138,0.79,0.16,0.58,0,0,1,0,Delantero Goleador,88.8,11.69,15.9,3.98
Carlos Fernández 444,MAR,DF,Bayern Munich,Bundesliga,29,996,16,1,2,3,1,0,2.19,2.49,2.19,4.68,42,24,45,0.09,0.18,0.2,2,0,0,2,Defensor Ofensivo,19.8,5.96,3.94,-1.19
Antoine Müller 446,NGR,DF,Bayern Munich,Bundesliga,17,598,13,2,3,5,2,0,3.53,1.48,3.53,5.01,37,42,16,0.3,0.45,0.53,0,0,0,2,Defensor Ofensivo,34.8,5.89,4.47,-1.53
Kai Martinez 447,URU,FW,Bayern Munich,Bundesliga,29,674,23,9,5,14,7,2,2.12,0.14,0.6,0.74,179,76,103,1.2,0.67,0.28,1,0,1,0,Delantero Goleador,123.1,12.52,15.29,6.88
Jude Fischer 448,ITA,MF,Bayern Munich,Bundesliga,24,820,30,5,8,13,5,0,4.44,3.17,4.44,7.61,73,292,61,0.55,0.88,0.49,3,0,1,1,Mediocampista Creativo,106.8,8.87,12.03,0.56
Vinicius Rossi 449,CRO,FW,Bayern Munich,Bundesliga,30,1200,33,8,4,12,8,0,5.99,0.4,5.99,6.39,54,84,147,0.6,0.3,0.45,1,0,1,0,Delantero Goleador,105.8,7.52,12.95,2.01
Erling Rodríguez 450,SEN,MF,Bayern Munich,Bundesliga,33,458,12,4,9,13,4,0,17.68,0.04,17.68,17.72,99,140,132,0.79,1.77,3.47,2,0,0,1,Mediocampista Creativo,54.2,12.99,10.37,-13.68
Pedri Dupont 452,ARG,FW,Borussia Dortmund,Bundesliga,19,368,5,10,2,12,10,0,7.99,1.89,7.99,9.88,77,62,176,2.45,0.49,1.95,2,0,1,0,Delantero Goleador,200.0,9.21,12.13,2.01
Gavi Hernández 453,COL,FW,Borussia Dortmund,Bundesliga,22,1025,25,13,3,16,13,0,2.6,4.05,2.6,6.65,83,46,136,1.14,0.26,0.23,0,0,1,0,Delantero Goleador,89.1,8.42,15.92,10.4
Bukayo Meyer 454,POL,MF,Borussia Dortmund,Bundesliga,28,1844,33,2,6,8,2,0,3.79,1.28,3.79,5.07,82,262,105,0.1,0.29,0.18,1,1,0,1,Mediocampista Creativo,61.5,9.03,9.42,-1.79
Trent Silva 455,CRO,DF,Borussia Dortmund,Bundesliga,24,338,26,0,0,0,0,0,1.93,1.86,1.93,3.79,23,108,58,0.0,0.0,0.51,1,0,0,2,Defensor Ofensivo,18.1,4.89,1.84,-1.93
Harry Weber 457,POL,MF,Borussia Dortmund,Bundesliga,25,789,31,2,10,12,2,0,5.08,8.07,5.08,13.15,80,178,66,0.23,1.14,0.58,1,0,0,1,Mediocampista Creativo,70.7,9.83,11.52,-3.08
Son Santos 458,GER,FW,Borussia Dortmund,Bundesliga,32,1658,32,15,7,22,15,0,35.85,1.93,35.85,37.78,65,27,109,0.81,0.38,1.95,1,0,0,0,Delantero Goleador,199.2,16.69,19.55,-20.85
Bruno Pérez 459,ARG,MF,Borussia Dortmund,Bundesliga,21,1573,24,5,4,9,5,0,0.74,5.29,0.74,6.03,51,72,170,0.29,0.23,0.04,5,0,1,2,Defensor Ofensivo,82.5,6.67,8.11,4.26
Kevin Smith 460,ITA,MF,Borussia Dortmund,Bundesliga,17,1137,30,5,6,11,5,0,3.61,4.45,3.61,8.06,97,206,99,0.4,0.47,0.29,5,0,1,1,Mediocampista Creativo,125.3,9.89,10.03,1.39
Robert López 461,POL,DF,Borussia Dortmund,Bundesliga,26,231,7,1,3,4,1,0,0.49,1.33,0.49,1.82,23,87,73,0.39,1.17,0.19,4,0,1,2,Defensor Ofensivo,21.7,4.33,3.98,0.51
Luca Wagner 462,NGR,MF,Borussia Dortmund,Bundesliga,29,470,10,6,7,13,6,0,2.05,7.16,2.05,9.21,58,299,92,1.15,1.34,0.39,3,0,1,1,Mediocampista Creativo,90.1,7.97,12.94,3.95
Marco Garcia 463,MAR,MF,Borussia Dortmund,Bundesliga,20,600,25,5,5,10,5,0,3.95,2.36,3.95,6.31,65,78,158,0.75,0.75,0.59,5,0,1,2,Defensor Ofensivo,57.6,7.63,9.08,1.05
James Fernández 464,NGR,FW,Borussia Dortmund,Bundesliga,27,2692,33,11,4,15,10,1,5.58,1.62,4.82,6.44,192,99,192,0.37,0.13,0.19,0,0,1,0,Delantero Goleador,200.0,14.9,15.19,5.42
Carlos Becker 465,GER,MF,Borussia Dortmund,Bundesliga,24,409,13,3,2,5,3,0,1.68,4.51,1.68,6.19,84,64,86,0.66,0.44,0.37,2,0,1,2,Defensor Ofensivo,71.3,8.18,7.99,1.32
Luis Müller 466,POR,DF,Borussia Dortmund,Bundesliga,26,1508,26,1,2,3,1,0,0.42,0.73,0.42,1.15,45,110,33,0.06,0.12,0.03,5,0,1,2,Defensor Ofensivo,30.6,5.68,3.02,0.58
Antoine Martinez 467,NGR,MF,Borussia Dortmund,Bundesliga,28,1284,20,5,4,9,5,0,14.0,0.13,14.0,14.13,117,216,103,0.35,0.28,0.98,4,0,0,1,Mediocampista Creativo,113.6,13.25,8.73,-9.0
Jude Rossi 469,ENG,MF,Borussia Dortmund,Bundesliga,32,1294,30,4,6,10,4,0,12.08,7.18,12.08,19.26,146,99,68,0.28,0.42,0.84,6,0,0,0,Delantero Goleador,80.1,14.91,11.3,-8.08
Vinicius Rodríguez 470,NED,FW,Borussia Dortmund,Bundesliga,22,215,5,7,4,11,7,0,6.28,1.42,6.28,7.7,64,63,84,2.93,1.67,2.63,1,0,1,0,Delantero Goleador,194.5,7.97,12.35,0.72
Erling Schneider 471,SEN,DF,RB Leipzig,Bundesliga,24,1417,23,0,0,0,0,0,1.03,0.2,1.03,1.23,24,113,22,0.0,0.0,0.07,4,0,0,2,Defensor Ofensivo,14.7,4.71,1.48,-1.03
Kylian Dupont 472,ENG,DF,RB Leipzig,Bundesliga,26,1218,33,2,0,2,2,0,5.47,0.39,5.47,5.86,36,50,10,0.15,0.0,0.4,2,0,0,2,Defensor Ofensivo,30.2,6.39,4.17,-3.47
Pedri Hernández 473,URU,DF,RB Leipzig,Bundesliga,24,1368,24,2,1,3,2,0,0.27,4.02,0.27,4.29,57,68,77,0.13,0.07,0.02,6,0,1,2,Defensor Ofensivo,27.2,6.59,3.02,1.73
Gavi Meyer 474,SEN,MF,RB Leipzig,Bundesliga,24,608,20,1,1,2,1,0,0.47,1.37,0.47,1.84,77,260,175,0.15,0.15,0.07,1,0,1,1,Mediocampista Creativo,29.0,7.56,4.59,0.53
Bukayo Silva 475,BRA,MF,RB Leipzig,Bundesliga,19,1320,24,7,7,14,7,0,1.3,5.5,1.3,6.8,122,53,102,0.48,0.48,0.09,4,0,1,0,Delantero Goleador,88.7,10.31,13.15,5.7
Trent González 476,POL,FW,RB Leipzig,Bundesliga,23,1524,24,9,5,14,9,0,5.45,7.27,5.45,12.72,145,37,133,0.53,0.3,0.32,2,0,1,0,Delantero Goleador,64.7,12.91,14.43,3.55
Phil Weber 477,COL,FW,RB Leipzig,Bundesliga,21,1376,19,9,10,19,8,1,7.91,20.16,7.15,27.31,130,23,82,0.59,0.65,0.52,1,0,1,0,Delantero Goleador,82.4,14.68,17.81,1.09
Bruno Smith 480,BEL,MF,RB Leipzig,Bundesliga,24,1013,18,4,5,9,4,0,0.78,0.54,0.78,1.32,42,219,88,0.36,0.44,0.07,6,0,1,1,Mediocampista Creativo,90.3,5.76,9.57,3.22
Kevin López 481,COL,MF,RB Leipzig,Bundesliga,25,941,14,2,4,6,2,0,0.59,0.85,0.59,1.44,77,142,149,0.19,0.38,0.06,9,0,1,2,Defensor Ofensivo,48.0,7.3,5.18,1.41
Robert Wagner 482,POR,DF,RB Leipzig,Bundesliga,29,942,21,1,0,1,1,0,2.96,1.07,2.96,4.03,78,103,38,0.1,0.0,0.28,2,0,0,2,Defensor Ofensivo,21.1,7.96,4.31,-1.96
Luca Garcia 483,NED,MF,RB Leipzig,Bundesliga,22,386,13,4,8,12,4,0,0.45,0.68,0.45,1.13,135,275,108,0.93,1.87,0.1,3,0,1,1,Mediocampista Creativo,55.5,10.35,10.91,3.55
James Becker 485,BEL,MF,RB Leipzig,Bundesliga,27,220,22,2,6,8,2,0,6.29,0.12,6.29,6.41,75,209,82,0.82,2.45,2.57,3,0,0,1,Mediocampista Creativo,83.1,8.7,7.79,-4.29
Carlos Müller 486,COL,MF,RB Leipzig,Bundesliga,17,2560,32,0,4,4,0,0,0.13,5.61,0.13,5.74,32,259,159,0.0,0.14,0.0,3,0,0,1,Mediocampista Creativo,32.1,6.28,6.05,-0.13
Luis Martinez 487,ESP,MF,RB Leipzig,Bundesliga,27,701,22,3,4,7,3,0,3.79,3.98,3.79,7.77,38,279,45,0.39,0.51,0.49,4,0,0,1,Mediocampista Creativo,29.8,6.99,7.9,-0.79
Antoine Fischer 488,FRA,DF,RB Leipzig,Bundesliga,33,225,6,6,2,8,6,0,2.72,3.78,2.72,6.5,15,40,71,2.4,0.8,1.09,2,0,1,2,Defensor Ofensivo,55.4,4.8,6.84,3.28
Kai Rossi 489,NED,MF,RB Leipzig,Bundesliga,23,754,29,3,6,9,3,0,2.41,0.85,2.41,3.26,93,226,111,0.36,0.72,0.29,3,0,1,1,Mediocampista Creativo,76.3,8.78,8.74,0.59
Jude Rodríguez 490,ESP,DF,RB Leipzig,Bundesliga,32,1296,26,1,3,4,1,0,0.89,0.58,0.89,1.47,59,57,65,0.07,0.21,0.06,3,0,1,2,Defensor Ofensivo,28.0,6.32,3.46,0.11
Vinicius Schneider 491,POL,DF,RB Leipzig,Bundesliga,26,312,8,3,2,5,3,0,4.25,1.6,4.25,5.85,13,91,73,0.87,0.58,1.23,4,0,0,2,Defensor Ofensivo,61.8,4.96,4.69,-1.25
Kylian Hernández 493,NED,MF,RB Leipzig,Bundesliga,29,454,10,2,6,8,2,0,1.56,0.35,1.56,1.91,40,109,107,0.4,1.19,0.31,3,0,1,2,Defensor Ofensivo,85.3,5.45,6.09,0.44
Pedri Meyer 494,ESP,DF,RB Leipzig,Bundesliga,25,416,12,0,1,1,0,0,1.77,0.7,1.77,2.47,63,129,13,0.0,0.22,0.38,4,0,0,2,Defensor Ofensivo,16.8,6.75,2.4,-1.77
Gavi Silva 495,BEL,DF,Bayer Leverkusen,Bundesliga,25,186,6,1,3,4,1,0,2.03,1.66,2.03,3.69,60,149,24,0.48,1.45,0.98,5,0,0,2,Defensor Ofensivo,42.9,6.81,4.04,-1.03
Bukayo González 496,BEL,DF,Bayer Leverkusen,Bundesliga,25,490,7,1,0,1,1,0,0.72,5.2,0.72,5.92,57,34,56,0.18,0.0,0.13,4,0,1,2,Defensor Ofensivo,23.4,6.6,1.62,0.28
Trent Weber 497,COL,FW,Bayer Leverkusen,Bundesliga,27,576,18,10,3,13,10,0,9.23,0.32,9.23,9.55,103,113,78,1.56,0.47,1.44,0,0,1,0,Delantero Goleador,200.0,10.81,12.62,0.77
Phil Santos 498,BEL,DF,Bayer Leverkusen,Bundesliga,29,1084,28,0,2,2,0,0,1.63,1.13,1.63,2.76,42,120,50,0.0,0.17,0.14,5,0,0,2,Defensor Ofensivo,21.5,5.86,2.81,-1.63
Harry Pérez 499,CRO,DF,Bayer Leverkusen,Bundesliga,28,726,12,1,0,1,1,0,1.41,0.3,1.41,1.71,72,40,14,0.12,0.0,0.17,4,0,0,2,Defensor Ofensivo,22.3,6.9,1.59,-0.41
Bruno López 501,FRA,FW,Bayer Leverkusen,Bundesliga,26,924,11,10,4,14,10,0,7.73,5.21,7.73,12.94,78,88,71,0.97,0.39,0.75,1,0,1,0,Delantero Goleador,67.4,9.87,13.43,2.27
Kevin Wagner 502,ESP,MF,Bayer Leverkusen,Bundesliga,23,2506,29,4,6,10,4,0,1.16,15.49,1.16,16.65,44,221,173,0.14,0.22,0.04,2,0,1,1,Mediocampista Creativo,42.4,8.53,10.28,2.84
Robert Garcia 503,NED,FW,Bayer Leverkusen,Bundesliga,30,417,9,13,5,18,11,2,18.44,15.79,16.92,32.71,130,24,182,2.81,1.08,3.98,0,0,0,0,Delantero Goleador,200.0,16.78,17.04,-5.44
Luca Fernández 504,COL,MF,Bayer Leverkusen,Bundesliga,21,701,19,3,4,7,3,0,6.3,8.16,6.3,14.46,113,239,73,0.39,0.51,0.81,5,0,0,1,Mediocampista Creativo,54.5,11.98,7.69,-3.3
Marco Becker 505,MAR,DF,Bayer Leverkusen,Bundesliga,23,339,6,2,3,5,2,0,1.09,2.83,1.09,3.92,32,136,59,0.53,0.8,0.29,5,0,1,2,Defensor Ofensivo,45.2,5.32,4.88,0.91
James Müller 506,NED,DF,Bayer Leverkusen,Bundesliga,27,839,17,1,1,2,1,0,2.84,0.09,2.84,2.93,54,143,41,0.11,0.11,0.3,3,1,0,2,Defensor Ofensivo,33.3,6.65,3.96,-1.84
Carlos Martinez 507,ITA,MF,Bayer Leverkusen,Bundesliga,25,1611,33,7,6,13,7,0,13.68,8.34,13.68,22.02,101,196,71,0.39,0.34,0.76,1,0,0,1,Mediocampista Creativo,104.5,13.59,11.18,-6.68
Luis Fischer 508,POL,DF,Bayer Leverkusen,Bundesliga,30,488,26,0,5,5,0,0,0.83,0.14,0.83,0.97,66,26,57,0.0,0.92,0.15,5,0,0,2,Defensor Ofensivo,28.5,6.32,4.89,-0.83
Antoine Rossi 509,BEL,FW,Bayer Leverkusen,Bundesliga,24,734,18,10,7,17,9,1,0.37,2.93,0.0,2.93,108,92,96,1.23,0.86,0.05,0,0,1,0,Delantero Goleador,200.0,8.93,15.42,9.63
Kai Rodríguez 510,GER,MF,Bayer Leverkusen,Bundesliga,24,743,13,2,5,7,2,0,0.29,0.24,0.29,0.53,82,210,91,0.24,0.61,0.04,2,0,1,1,Mediocampista Creativo,72.4,7.5,8.6,1.71
Jude Schneider 511,COL,MF,Bayer Leverkusen,Bundesliga,31,912,12,3,8,11,3,0,8.59,0.91,8.59,9.5,139,110,87,0.3,0.79,0.85,4,0,0,0,Delantero Goleador,58.5,12.59,12.29,-5.59
Vinicius Dupont 512,BEL,MF,Bayer Leverkusen,Bundesliga,26,1002,29,2,4,6,2,0,0.9,7.85,0.9,8.75,72,99,42,0.18,0.36,0.08,2,0,1,2,Defensor Ofensivo,61.5,8.08,5.77,1.1
Erling Hernández 513,FRA,FW,Bayer Leverkusen,Bundesliga,32,1626,31,5,2,7,4,1,0.29,3.19,0.0,3.19,156,86,149,0.28,0.11,0.02,0,0,1,0,Delantero Goleador,102.0,11.55,9.38,4.71
Kylian Meyer 514,ITA,DF,Eintracht Frankfurt,Bundesliga,19,1692,28,2,1,3,2,0,3.38,0.51,3.38,3.89,49,148,61,0.11,0.05,0.18,6,0,0,2,Defensor Ofensivo,23.8,6.82,4.41,-1.38
Pedri Silva 515,POL,MF,Eintracht Frankfurt,Bundesliga,25,1638,32,2,7,9,2,0,3.81,1.16,3.81,4.97,149,267,86,0.11,0.38,0.21,0,1,0,1,Mediocampista Creativo,59.2,12.34,9.09,-1.81
Bukayo Weber 517,CRO,DF,Eintracht Frankfurt,Bundesliga,27,115,5,0,2,2,0,0,0.59,1.18,0.59,1.77,54,133,40,0.0,1.57,0.46,4,0,0,2,Defensor Ofensivo,18.3,5.98,2.78,-0.59
Trent Santos 518,NED,DF,Eintracht Frankfurt,Bundesliga,28,903,16,1,1,2,1,0,1.47,0.99,1.47,2.46,61,86,37,0.1,0.1,0.15,2,0,0,2,Defensor Ofensivo,26.0,6.62,2.59,-0.47
Phil Pérez 519,URU,FW,Eintracht Frankfurt,Bundesliga,26,860,23,6,5,11,6,0,3.73,3.75,3.73,7.48,130,100,205,0.63,0.52,0.39,1,0,1,0,Delantero Goleador,163.6,11.15,11.31,2.27
Harry Smith 520,ESP,MF,Eintracht Frankfurt,Bundesliga,24,1582,31,4,6,10,4,0,0.35,2.07,0.35,2.42,60,243,127,0.23,0.34,0.02,2,0,1,1,Mediocampista Creativo,69.4,6.96,9.82,3.65
Son López 521,URU,FW,Eintracht Frankfurt,Bundesliga,30,1026,19,14,6,20,14,0,19.87,3.62,19.87,23.49,115,28,197,1.23,0.53,1.74,0,0,0,0,Delantero Goleador,200.0,14.79,19.18,-5.87
Kevin Garcia 523,CRO,MF,Eintracht Frankfurt,Bundesliga,26,1944,27,2,8,10,2,0,3.42,1.05,3.42,4.47,106,277,109,0.09,0.37,0.16,5,0,0,1,Mediocampista Creativo,113.0,10.15,10.2,-1.42
Robert Fernández 524,MAR,FW,Eintracht Frankfurt,Bundesliga,22,416,27,6,3,9,6,0,3.12,11.43,3.12,14.55,59,106,113,1.3,0.65,0.68,0,0,1,2,Defensor Ofensivo,164.7,8.46,8.58,2.88
Luca Becker 525,URU,DF,Eintracht Frankfurt,Bundesliga,27,274,7,1,2,3,1,0,0.05,8.26,0.05,8.31,67,122,76,0.33,0.66,0.02,1,0,1,2,Defensor Ofensivo,38.0,7.53,4.28,0.95
Marco Müller 526,BRA,MF,Eintracht Frankfurt,Bundesliga,28,883,17,6,5,11,6,0,4.55,1.51,4.55,6.06,67,280,176,0.61,0.51,0.46,5,0,1,1,Mediocampista Creativo,139.2,8.34,10.8,1.45
James Martinez 527,MAR,DF,Eintracht Frankfurt,Bundesliga,24,544,16,2,4,6,2,0,1.33,0.58,1.33,1.91,48,142,45,0.33,0.66,0.22,2,0,1,2,Defensor Ofensivo,54.9,5.92,5.03,0.67
Carlos Fischer 528,NED,MF,Eintracht Frankfurt,Bundesliga,29,1649,33,4,7,11,4,0,1.77,0.52,1.77,2.29,83,183,117,0.22,0.38,0.1,1,0,1,1,Mediocampista Creativo,123.2,8.15,11.32,2.23
Luis Rossi 529,ARG,DF,Eintracht Frankfurt,Bundesliga,26,412,20,2,3,5,2,0,2.43,5.28,2.43,7.71,74,33,12,0.44,0.66,0.53,3,0,0,2,Defensor Ofensivo,42.0,7.93,7.31,-0.43
Kai Schneider 531,BEL,DF,Eintracht Frankfurt,Bundesliga,23,240,5,1,1,2,1,0,0.96,0.75,0.96,1.71,36,98,61,0.38,0.38,0.36,5,1,1,2,Defensor Ofensivo,19.0,5.06,3.08,0.04
Vinicius Hernández 533,FRA,FW,Wolfsburg,Bundesliga,25,1819,33,11,7,18,10,1,4.93,2.26,4.17,6.43,181,66,201,0.54,0.35,0.24,1,0,1,0,Delantero Goleador,200.0,13.97,16.67,6.07
Erling Meyer 534,POR,DF,Wolfsburg,Bundesliga,22,1155,33,0,1,1,0,0,1.58,4.22,1.58,5.8,36,108,18,0.0,0.08,0.12,1,0,0,2,Defensor Ofensivo,15.2,5.99,2.03,-1.58
Kylian Silva 535,POL,FW,Wolfsburg,Bundesliga,31,1260,21,15,4,19,14,1,0.43,2.55,0.0,2.55,69,28,93,1.07,0.29,0.03,2,0,1,0,Delantero Goleador,110.9,6.9,14.0,14.57
Pedri González 536,BEL,DF,Wolfsburg,Bundesliga,22,1563,33,1,5,6,1,0,4.43,0.25,4.43,4.68,18,27,28,0.06,0.29,0.26,2,0,0,2,Defensor Ofensivo,23.3,5.2,4.88,-3.43
Gavi Weber 537,NGR,FW,Wolfsburg,Bundesliga,18,1771,32,6,7,13,5,1,8.73,1.21,7.97,9.18,117,33,195,0.3,0.36,0.44,0,0,0,0,Delantero Goleador,79.3,11.58,13.67,-2.73
Bukayo Santos 538,BEL,DF,Wolfsburg,Bundesliga,22,1117,25,1,2,3,1,0,0.94,0.04,0.94,0.98,13,84,71,0.08,0.16,0.08,2,0,1,2,Defensor Ofensivo,31.0,3.97,3.27,0.06
Trent Pérez 539,BRA,DF,Wolfsburg,Bundesliga,31,2176,29,1,4,5,1,0,0.06,0.36,0.06,0.42,65,131,50,0.04,0.17,0.0,2,0,1,2,Defensor Ofensivo,34.7,6.74,4.46,0.94
